.,a,.
.,able,.
.,about,.
.,above,.
.,absent,.
.,ace,.
.,ache,.
.,act,.
.,add,.
.,added,.
.,address,.
.,admit,.
.,adult,.
.,afraid,.
.,after,.
.,afternoon,.
.,again,.
.,against,.
.,age,.
.,ago,.
.,agree,.
.,ah,.
.,ahead,.
.,aid,.
.,aim,.
.,air,.
.,airplane,.
.,airport,.
.,album,.
.,alive,.
.,all,.
.,almost,.
.,along,.
.,alphabet,.
.,also,.
.,always,.
.,am,.
.,America,.
.,American,.
.,among,.
.,an,.
.,and,.
.,angry,.
.,animal,.
.,Ann,.
.,annoy,.
.,another,.
.,answer,.
.,ant,.
.,any,.
.,anybody,.
.,anyone,.
.,anything,.
.,anyway,.
.,anywhere,.
.,ape,.
.,applaud,.
.,apple,.
.,April,.
.,arc,.
.,are,.
.,arm,.
.,around,.
.,arrive,.
.,art,.
.,artist,.
.,as,.
.,ash,.
.,ask,.
.,asked,.
.,asleep,.
.,astronaut,.
.,at,.
.,ate,.
.,attack,.
.,attic,.
.,August,.
.,aunt,.
.,auto,.
.,automobile,.
.,avenue,.
.,avoid,.
.,awake,.
.,away,.
.,awesome,.
.,awful,.
.,awning,.
.,ax,.
.,axe,.
.,baa,.
.,babble,.
.,baby,.
.,baby-sitter,.
.,back,.
.,bad,.
.,baffle,.
.,bag,.
.,bait,.
.,bake,.
.,baked,.
.,bald,.
.,ball,.
.,balloon,.
.,ballplayer,.
.,bam,.
.,ban,.
.,banana,.
.,band,.
.,bang,.
.,banging,.
.,bank,.
.,bar,.
.,bare,.
.,bark,.
.,barn,.
.,base,.
.,baseball,.
.,basin,.
.,basket,.
.,basketball,.
.,bat,.
.,batch,.
.,bath,.
.,bathroom,.
.,bathtub,.
.,battle,.
.,bawl,.
.,bay,.
.,be,.
.,beach,.
.,bead,.
.,beak,.
.,beam,.
.,bean,.
.,beanstalk,.
.,bear,.
.,beast,.
.,beat,.
.,beautiful,.
.,because,.
.,bed,.
.,bedbug,.
.,bedroom,.
.,bedtime,.
.,bee,.
.,beef,.
.,beehive,.
.,been,.
.,beet,.
.,before,.
.,beg,.
.,began,.
.,begging,.
.,begin,.
.,behave,.
.,behind,.
.,being,.
.,bell,.
.,belly,.
.,below,.
.,belt,.
.,Ben,.
.,bench,.
.,bend,.
.,bent,.
.,Bess,.
.,best,.
.,bet,.
.,Beth,.
.,better,.
.,between,.
.,bib,.
.,bicycle,.
.,bid,.
.,big,.
.,bike,.
.,bill,.
.,Bing,.
.,bird,.
.,birth,.
.,birthday,.
.,bit,.
.,bite,.
.,blab,.
.,black,.
.,blackboard,.
.,blade,.
.,blame,.
.,Blanch,.
.,blank,.
.,blanket,.
.,blast,.
.,blasted,.
.,blaze,.
.,bleach,.
.,bled,.
.,bleed,.
.,blend,.
.,blended,.
.,bless,.
.,blew,.
.,blimp,.
.,blind,.
.,blink,.
.,blip,.
.,bliss,.
.,block,.
.,blond,.
.,blood,.
.,bloom,.
.,blot,.
.,blow,.
.,blown,.
.,blue,.
.,bluebird,.
.,blueprint,.
.,bluff,.
.,blunt,.
.,blur,.
.,blurb,.
.,blurt,.
.,blush,.
.,boast,.
.,boat,.
.,bob,.
.,bobsled,.
.,body,.
.,bog,.
.,boil,.
.,bold,.
.,bond,.
.,bone,.
.,bong,.
.,bonnet,.
.,bonus,.
.,boo,.
.,book,.
.,books,.
.,boom,.
.,boost,.
.,boot,.
.,booth,.
.,born,.
.,both,.
.,bottle,.
.,bow,.
.,bowl,.
.,box,.
.,boy,.
.,boys,.
.,brace,.
.,brad,.
.,brag,.
.,braid,.
.,brain,.
.,brainstorm,.
.,brake,.
.,bran,.
.,branch,.
.,brand,.
.,brass,.
.,brat,.
.,brave,.
.,brawl,.
.,brawn,.
.,bread,.
.,break,.
.,breakfast,.
.,breath,.
.,bred,.
.,brick,.
.,bride,.
.,bridge,.
.,brig,.
.,bright,.
.,brim,.
.,bring,.
.,brisk,.
.,broil,.
.,broiler,.
.,broke,.
.,brook,.
.,broom,.
.,broth,.
.,brother,.
.,brown,.
.,brownie,.
.,bruise,.
.,brunt,.
.,brush,.
.,brute,.
.,bubble,.
.,Buck,.
.,bucket,.
.,bud,.
.,buddy,.
.,bug,.
.,built,.
.,bum,.
.,bumblebee,.
.,bump,.
.,bun,.
.,bunch,.
.,bundle,.
.,bunk,.
.,bunny,.
.,bunt,.
.,burn,.
.,burnt,.
.,burst,.
.,Burt,.
.,bus,.
.,buses,.
.,bust,.
.,busy,.
.,but,.
.,butterfly,.
.,button,.
.,buy,.
.,buzz,.
.,by,.
.,bye,.
.,cab,.
.,cabin,.
.,cage,.
.,cake,.
.,call,.
.,called,.
.,came,.
.,camel,.
.,camp,.
.,camping,.
.,can,.
.,candle,.
.,candy,.
.,cane,.
.,can't,.
.,cap,.
.,cape,.
.,car,.
.,card,.
.,cardboard,.
.,care,.
.,careful,.
.,Carmen,.
.,carpet,.
.,carrot,.
.,carry,.
.,cart,.
.,cartoon,.
.,case,.
.,cash,.
.,cask,.
.,Cass,.
.,cast,.
.,cat,.
.,catch,.
.,caterpillar,.
.,catnip,.
.,cattle,.
.,cave,.
.,caw,.
.,ceiling,.
.,cell,.
.,cent,.
.,cereal,.
.,Chad,.
.,chain,.
.,chair,.
.,chalk,.
.,champ,.
.,change,.
.,channel,.
.,charge,.
.,chart,.
.,chase,.
.,chat,.
.,cheap,.
.,check,.
.,cheek,.
.,cheer,.
.,cheerful,.
.,cheese,.
.,chess,.
.,chest,.
.,chew,.
.,chick,.
.,chicken,.
.,child,.
.,children,.
.,chill,.
.,chime,.
.,chin,.
.,chip,.
.,chipmunk,.
.,chirp,.
.,chocolate,.
.,choice,.
.,chomp,.
.,choose,.
.,chop,.
.,chore,.
.,chose,.
.,chow,.
.,Christmas,.
.,Chuck,.
.,chuckle,.
.,chug,.
.,chunk,.
.,church,.
.,churn,.
.,circle,.
.,city,.
.,clack,.
.,clad,.
.,claim,.
.,clam,.
.,clamp,.
.,clan,.
.,clang,.
.,clap,.
.,clapped ,.
.,Clark,.
.,clash,.
.,clasp,.
.,class,.
.,classmate,.
.,classroom,.
.,claw,.
.,clay,.
.,clean,.
.,clerk,.
.,clever,.
.,click,.
.,cliff,.
.,climb,.
.,cling,.
.,clink,.
.,clip,.
.,cloak,.
.,clock,.
.,clod,.
.,close,.
.,closed,.
.,clot,.
.,cloth,.
.,cloud,.
.,clown,.
.,club,.
.,cluck,.
.,clue,.
.,clump,.
.,clung,.
.,clutch,.
.,coach,.
.,coal,.
.,coast,.
.,coat,.
.,coax,.
.,cob,.
.,cod,.
.,code,.
.,cog,.
.,coil,.
.,coin,.
.,cold,.
.,collect,.
.,color,.
.,colorful,.
.,come,.
.,complain,.
.,con,.
.,cone,.
.,contest,.
.,cook,.
.,cookie,.
.,cool,.
.,coop,.
.,cop,.
.,copy,.
.,cord,.
.,core,.
.,cork,.
.,corn,.
.,corner,.
.,cost,.
.,cot,.
.,cough,.
.,could,.
.,count,.
.,country,.
.,course,.
.,cover,.
.,cow,.
.,cowboy,.
.,coy,.
.,cozy,.
.,crab,.
.,crack,.
.,craft,.
.,cram,.
.,cramp,.
.,cranberry,.
.,crane,.
.,crash,.
.,crashing,.
.,crate,.
.,crawl,.
.,crayon,.
